posX,posY,posZ,vx,vy,vz,angleFromWorldX
-0.000033414861607475066,2.4920058266474197,-0.0000028418794140213723,-0.00018058461141051804,-0.17965038998371188,-0.000015360457075358535,0.0007657226388664598
-0.00004874335325764262,2.4920058264088576,-0.000004145737807726888,-0.00026343368844063705,-0.17965039169607822,-0.000022408193902855536,0.0011170198317104773
-0.00007110428768727476,2.4920058259012627,-0.000006047851973159054,-0.0003842924135163025,-0.1796503953356875,-0.00003269001026945728,0.001629481747858422
-0.00010372401885254019,2.492005824821199,-0.00000882276769540035,-0.0005605988457391971,-0.17965040307456687,-0.00004769043298888214,0.0023770430629001826
-0.0001513090836584577,2.4920058225229775,-0.000012871073580572107,-0.0008177911884157022,-0.17965041953390615,-0.00006957595075713251,0.003467552974220094
-0.00022072526925243527,2.49200581763263,-0.00001877732418918114,-0.001192977957877331,-0.17965045454643577,-0.0001015088859965211,0.005058328219346065
-0.0003219882071436677,2.49200580722654,-0.00002739464649818298,-0.0017402917792209561,-0.17965052903449386,-0.0001481063924290216,0.0073788344058538565
-0.00046970839711925463,2.4920057850838395,-0.000039968394635535405,-0.0025386990171995466,-0.17965068751826394,-0.00021611242957123199,0.010763758351744684
-0.0006851804346937887,2.492005738070775,-0.00005831684790345511,-0.0037033095378446947,-0.17965101878440787,-0.0003153748647719234,0.015700894641347763
-0.0009995255028621703,2.4920056382333597,-0.00008509583247504477,-0.0054022816861955085,-0.17965171185862466,-0.0004603148115327641,0.02290257062423673
-0.0014580869135986838,2.4920054268446523,-0.0001241879035311216,-0.007880965337940027,-0.1796531251497705,-0.0006720236385848989,0.03340650727529526
-0.0021270200087357303,2.492004974025793,-0.00018127347478973175,-0.011496190513898708,-0.1796563189863127,-0.0009814913338582483,0.04872542143148134
-0.003101234848186984,2.492019438438385,-0.0002632359318715439,-0.01667406233479127,-0.17976467477336705,-0.0013479465040431768,0.07103149847519293
-0.0043502096633128194,2.492711584282283,-0.0003329336515627846,-0.018976785461436756,-0.18179427757170316,-0.0009457471937995307,0.1001724219834475
-0.005658218214145583,2.494013334361216,-0.00041235651801983884,-0.01995452522108378,-0.1805952537219794,-0.0012424025161914605,0.13095161170202432
-0.0036574259755452797,2.494202174878872,-0.0005342735200883351,-0.008941962419211339,-0.17085404700280665,-0.001809583485765508,0.0851601903448177
-0.004670143627065012,2.493392714140904,-0.0005800136212736824,-0.01662557827534715,-0.17850551384995753,-0.0001988281141543739,0.10843100390739335
-0.005826545578845339,2.495422062823821,-0.0005832562841800742,-0.01757161872054658,-0.17942587975673702,-0.00003181685164073682,0.13491890435829224
-0.0036495256946139577,2.493327163755839,-0.000800397285186559,-0.011918703344898664,-0.17616570198209244,-0.0024244453549262606,0.08635256954746974
